ID,Nome,Idade,Setor,Cidade,CPF,RG,Formacao,Tempo_Empresa_Meses,Data_Aniversario,Funcao_Atual,Data_Admissao,Status
2543,Funcionário 2543,25,Vendas,Vitória,895.930.320-88,6742471-2,Mestrado,4,1999-11-12,Vendedor,2024-08-02,Ativo
2544,Funcionário 2544,47,Vendas,Belém,699.015.230-36,7747887-6,Pós-graduação,27,1977-10-20,Coordenador de Vendas,2022-09-24,Ativo
2545,Funcionário 2545,55,Vendas,Manaus,330.923.565-35,2968629-5,Tecnólogo,18,1969-01-08,Gerente de Vendas,2023-06-27,Desligado
2546,Funcionário 2546,26,Gente & Gestão,Joinville,402.732.012-39,6475377-0,Mestrado,11,1998-04-03,Analista de RH,2024-01-02,Ativo
2547,Funcionário 2547,25,Vendas,Belém,042.318.206-43,6049211-8,Mestrado,1,1999-03-26,Coordenador de Vendas,2024-11-25,Ativo
2548,Funcionário 2548,31,Atendimento,Belém,109.305.484-00,9143886-9,Tecnólogo,5,1993-04-17,Atendente,2024-07-07,Ativo
2549,Funcionário 2549,31,Operações,Goiânia,739.824.553-08,9988965-2,Ensino Médio,0,1993-02-12,Analista de Operações,2024-12-13,Ativo
2550,Funcionário 2550,27,Produto,Brasília,723.826.429-39,7078997-5,Graduação,12,1997-02-17,Analista de Produto,2023-12-29,Ativo
2551,Funcionário 2551,46,Produto,Florianópolis,768.815.590-89,8100485-9,Tecnólogo,19,1978-01-17,Product Manager,2023-05-15,Desligado
2552,Funcionário 2552,25,Marketing,Fortaleza,544.876.150-03,2931538-5,Graduação,16,1999-09-18,Gerente de Marketing,2023-08-26,Ativo
2553,Funcionário 2553,31,Comercial,Joinville,089.244.640-43,7928542-9,Mestrado,19,1993-06-01,Gerente Comercial,2023-05-02,Ativo
2554,Funcionário 2554,37,Produto,Porto Alegre,555.935.588-76,3249897-2,Graduação,30,1987-01-17,Product Owner,2022-06-09,Ativo
2555,Funcionário 2555,46,Tecnologia,Salvador,775.477.774-65,5762579-1,Ensino Médio,10,1978-10-28,Analista de Sistemas,2024-02-02,Ativo
2556,Funcionário 2556,52,Suporte,Goiânia,238.724.937-28,2042271-4,Graduação,4,1972-10-02,Analista de Suporte,2024-08-20,Desligado
2557,Funcionário 2557,22,Financeiro,Manaus,559.484.967-08,8321189-6,Tecnólogo,18,2002-12-28,Contador,2023-06-28,Ativo
2558,Funcionário 2558,40,Inovação,Rio de Janeiro,239.567.125-87,1501172-2,Pós-graduação,11,1984-10-08,Analista de Inovação,2024-01-16,Ativo
2559,Funcionário 2559,27,Tecnologia,Brasília,767.490.641-83,9097950-6,Ensino Médio,25,1997-03-16,Tech Lead,2022-11-14,Desligado
2560,Funcionário 2560,42,Marketing,Salvador,531.451.341-24,6687221-4,Doutorado,2,1982-11-27,Gerente de Marketing,2024-10-13,Desligado
2561,Funcionário 2561,40,Gente & Gestão,Recife,558.345.595-06,3064034-6,Pós-graduação,11,1984-07-26,Analista de RH,2024-01-15,Ativo
2562,Funcionário 2562,28,Tecnologia,Belém,833.576.680-09,2537762-0,MBA,12,1996-01-10,Arquiteto,2023-12-31,Ativo
2563,Funcionário 2563,31,Qualidade,Belo Horizonte,860.431.715-54,3662134-1,Ensino Médio,13,1993-11-16,Coordenador de Qualidade,2023-11-07,Ativo
2564,Funcionário 2564,58,Comercial,Goiânia,979.336.860-87,1604765-8,Tecnólogo,19,1966-02-22,Vendedor,2023-05-12,Ativo
2565,Funcionário 2565,37,Marketing,Brasília,988.850.105-47,2557506-1,MBA,10,1987-09-07,Analista de Marketing,2024-02-01,Ativo
2566,Funcionário 2566,53,Marketing,Natal,532.026.400-38,4642895-9,Graduação,23,1971-11-22,Especialista em SEO,2023-01-24,Ativo
2567,Funcionário 2567,56,Tecnologia,Curitiba,637.902.038-15,2053339-8,MBA,5,1968-09-06,QA Engineer,2024-07-05,Ativo
2568,Funcionário 2568,31,Gente & Gestão,Recife,893.844.781-21,5579661-2,Mestrado,8,1993-08-14,Analista de RH,2024-04-24,Ativo
2569,Funcionário 2569,22,Vendas,Curitiba,083.481.242-84,3498115-6,Doutorado,8,2002-07-10,Gerente de Vendas,2024-04-08,Ativo
2570,Funcionário 2570,41,Inovação,Brasília,440.478.327-23,6490541-8,MBA,6,1983-07-08,Analista de Inovação,2024-06-08,Ativo
2571,Funcionário 2571,33,Tecnologia,Natal,187.744.992-03,2481631-4,Pós-graduação,15,1991-07-17,Arquiteto,2023-09-30,Ativo
2572,Funcionário 2572,40,Atendimento,Vitória,469.399.531-24,6216915-2,Pós-graduação,13,1984-06-26,Atendente,2023-11-01,Ativo
2573,Funcionário 2573,55,Inovação,Belém,394.026.908-59,7519642-6,Graduação,10,1969-05-25,Innovation Lead,2024-02-08,Ativo
2574,Funcionário 2574,22,Atendimento,Florianópolis,681.182.292-97,3288452-4,Ensino Médio,19,2002-11-25,Analista de Atendimento,2023-05-13,Ativo
2575,Funcionário 2575,36,Operações,Fortaleza,687.220.373-06,5527187-0,Mestrado,20,1988-08-23,Gerente de Operações,2023-04-17,Ativo
2576,Funcionário 2576,36,Marketing,Porto Alegre,613.867.485-52,5454272-5,Doutorado,2,1988-09-08,Analista de Marketing,2024-10-12,Desligado
2577,Funcionário 2577,50,Gente & Gestão,Fortaleza,596.576.578-90,6915004-5,Mestrado,10,1974-09-22,Analista de RH,2024-02-29,Desligado
2578,Funcionário 2578,25,Operações,Curitiba,126.764.494-00,1611042-5,Graduação,21,1999-07-08,Analista de Operações,2023-03-16,Ativo
2579,Funcionário 2579,45,Comercial,Belém,614.653.442-09,9558084-6,Mestrado,33,1979-01-10,Executivo de Contas,2022-03-28,Ativo
2580,Funcionário 2580,36,Gente & Gestão,Florianópolis,747.152.035-37,9853023-5,MBA,30,1988-11-19,Analista de RH,2022-06-19,Desligado
2581,Funcionário 2581,58,Suporte,Vitória,056.513.358-62,5414274-3,Graduação,14,1966-01-18,Coordenador de Suporte,2023-10-17,Desligado
2582,Funcionário 2582,49,Qualidade,Goiânia,229.876.632-00,1798938-4,Tecnólogo,3,1975-11-19,Coordenador de Qualidade,2024-09-30,Ativo
2583,Funcionário 2583,57,Tecnologia,Natal,233.810.608-30,1640223-5,Tecnólogo,30,1967-12-27,Desenvolvedor,2022-06-08,Ativo
2584,Funcionário 2584,28,Vendas,Brasília,229.184.574-85,6599435-2,MBA,8,1996-06-20,Gerente de Vendas,2024-04-12,Ativo
2585,Funcionário 2585,52,Produto,Recife,702.599.611-40,9452364-3,Pós-graduação,16,1972-04-11,Analista de Produto,2023-08-17,Ativo
2586,Funcionário 2586,40,Atendimento,Rio de Janeiro,040.775.130-06,3569308-2,Pós-graduação,7,1984-02-01,Atendente,2024-05-26,Ativo
2587,Funcionário 2587,28,Financeiro,Belo Horizonte,168.974.537-14,3600427-0,Tecnólogo,28,1996-05-15,Contador,2022-08-14,Ativo
2588,Funcionário 2588,32,Inovação,Belém,431.927.431-82,7679738-0,Tecnólogo,23,1992-07-14,Analista de Inovação,2023-01-03,Ativo
2589,Funcionário 2589,30,Financeiro,Natal,233.616.558-97,8611641-5,Tecnólogo,34,1994-07-25,Controller,2022-02-15,Desligado
2590,Funcionário 2590,52,Tecnologia,Salvador,552.672.036-53,6269479-1,MBA,4,1972-12-02,Desenvolvedor,2024-08-26,Desligado
2591,Funcionário 2591,55,Marketing,Salvador,005.687.069-86,2191148-2,Doutorado,35,1969-06-15,Gerente de Marketing,2022-01-06,Ativo
2592,Funcionário 2592,27,Comercial,Florianópolis,181.679.323-03,4881349-0,Graduação,11,1997-04-19,Vendedor,2024-01-18,Ativo
2593,Funcionário 2593,33,Atendimento,Recife,548.495.165-80,4159912-2,MBA,4,1991-01-15,Supervisor de Atendimento,2024-08-26,Ativo
2594,Funcionário 2594,42,Atendimento,Joinville,183.024.264-40,6551876-1,Tecnólogo,8,1982-12-17,Atendente,2024-04-24,Ativo
2595,Funcionário 2595,58,Qualidade,Manaus,902.041.154-34,1837243-9,Tecnólogo,2,1966-01-25,Auditor,2024-10-30,Ativo
2596,Funcionário 2596,23,Comercial,Salvador,334.653.363-80,7179124-4,MBA,19,2001-01-11,Gerente Comercial,2023-05-03,Ativo
2597,Funcionário 2597,30,Operações,Vitória,370.098.416-24,1553729-2,MBA,18,1994-04-15,Gerente de Operações,2023-06-24,Ativo
2598,Funcionário 2598,22,Qualidade,Belo Horizonte,170.470.125-24,4757673-3,Mestrado,24,2002-09-22,Auditor,2022-12-14,Ativo
2599,Funcionário 2599,40,Suporte,Florianópolis,971.785.681-86,1617571-5,Doutorado,5,1984-07-20,Técnico de Suporte,2024-07-18,Ativo
2600,Funcionário 2600,39,Atendimento,Belém,917.393.010-56,2408652-6,Tecnólogo,12,1985-12-12,Analista de Atendimento,2023-12-12,Ativo
2601,Funcionário 2601,24,Atendimento,Manaus,983.317.936-33,5323488-4,Doutorado,16,2000-11-16,Supervisor de Atendimento,2023-08-12,Desligado
2602,Funcionário 2602,46,Produto,Recife,065.452.593-50,7412210-5,Pós-graduação,11,1978-08-01,Analista de Produto,2024-01-25,Ativo
2603,Funcionário 2603,48,Financeiro,Rio de Janeiro,094.620.785-21,4058281-7,Ensino Médio,7,1976-03-21,Contador,2024-05-21,Ativo
2604,Funcionário 2604,45,Marketing,Salvador,192.602.611-04,2971996-0,Mestrado,6,1979-09-28,Analista de Marketing,2024-06-12,Ativo
2605,Funcionário 2605,51,Gente & Gestão,Florianópolis,936.091.949-79,1821389-0,MBA,35,1973-09-03,Especialista em Folha,2022-01-08,Ativo
2606,Funcionário 2606,45,Qualidade,Porto Alegre,327.628.058-21,9317538-0,Pós-graduação,4,1979-08-27,Auditor,2024-08-03,Ativo
2607,Funcionário 2607,27,Gente & Gestão,Goiânia,149.726.821-40,7731559-4,MBA,28,1997-10-11,Analista de RH,2022-08-04,Ativo
2608,Funcionário 2608,25,Marketing,Brasília,607.735.956-43,1619395-5,Graduação,28,1999-10-27,Analista de Marketing,2022-08-18,Ativo
2609,Funcionário 2609,42,Vendas,Recife,135.639.748-45,6988198-1,Graduação,24,1982-06-02,Vendedor,2022-12-24,Desligado
2610,Funcionário 2610,48,Inovação,Recife,674.867.358-57,9221915-7,MBA,27,1976-09-05,Analista de Inovação,2022-09-05,Ativo
2611,Funcionário 2611,52,Operações,Manaus,487.477.935-20,4945943-5,Doutorado,13,1972-11-18,Coordenador Operacional,2023-11-14,Ativo
2612,Funcionário 2612,35,Produto,Joinville,699.971.252-23,7374774-4,Ensino Médio,33,1989-02-20,Product Owner,2022-03-15,Ativo
2613,Funcionário 2613,38,Qualidade,Natal,691.267.191-85,7200203-3,Mestrado,7,1986-10-19,Auditor,2024-05-10,Ativo
2614,Funcionário 2614,50,Operações,Fortaleza,031.387.830-74,9650325-7,Ensino Médio,14,1974-11-13,Analista de Operações,2023-10-20,Ativo
2615,Funcionário 2615,45,Vendas,Natal,533.552.620-30,9236936-4,Pós-graduação,26,1979-10-22,Gerente de Vendas,2022-10-06,Ativo
2616,Funcionário 2616,58,Gente & Gestão,Joinville,781.128.269-00,8584268-3,Tecnólogo,22,1966-05-24,Especialista em Folha,2023-02-08,Ativo
2617,Funcionário 2617,59,Vendas,Manaus,922.293.177-76,1135474-3,Ensino Médio,1,1965-07-11,Gerente de Vendas,2024-11-11,Ativo
2618,Funcionário 2618,28,Operações,Florianópolis,947.505.577-06,4419867-1,Ensino Médio,3,1996-10-03,Analista de Operações,2024-09-15,Ativo
2619,Funcionário 2619,52,Vendas,Vitória,243.453.538-07,6900855-0,Tecnólogo,30,1972-02-23,Coordenador de Vendas,2022-06-06,Ativo
2620,Funcionário 2620,51,Comercial,Recife,927.209.480-12,7260583-7,Graduação,23,1973-07-19,Gerente Comercial,2023-01-21,Ativo
2621,Funcionário 2621,45,Suporte,Rio de Janeiro,562.943.391-11,8727784-0,Graduação,8,1979-09-13,Técnico de Suporte,2024-04-13,Ativo
2622,Funcionário 2622,34,Marketing,Florianópolis,885.506.943-80,2131772-0,Doutorado,17,1990-05-26,Analista de Marketing,2023-07-13,Desligado
2623,Funcionário 2623,51,Qualidade,Belo Horizonte,427.974.935-32,1023435-1,Pós-graduação,17,1973-10-05,Analista de Qualidade,2023-07-25,Desligado
2624,Funcionário 2624,46,Qualidade,Florianópolis,818.896.991-52,5117463-5,Mestrado,21,1978-03-25,Auditor,2023-03-15,Ativo
2625,Funcionário 2625,27,Marketing,Florianópolis,753.848.111-70,4165058-4,Graduação,14,1997-12-16,Gerente de Marketing,2023-10-28,Desligado
2626,Funcionário 2626,30,Produto,Joinville,756.016.426-99,6424650-4,Mestrado,23,1994-05-27,Analista de Produto,2023-01-19,Ativo
2627,Funcionário 2627,50,Marketing,Natal,620.213.546-87,5772963-0,Doutorado,24,1974-03-22,Analista de Marketing,2022-12-14,Ativo
2628,Funcionário 2628,47,Inovação,Belém,717.343.466-12,5348453-7,Pós-graduação,31,1977-10-11,Product Manager,2022-05-08,Ativo
2629,Funcionário 2629,28,Gente & Gestão,Porto Alegre,006.039.810-89,7562960-3,Tecnólogo,6,1996-10-25,Gerente de RH,2024-06-23,Ativo
2630,Funcionário 2630,59,Produto,São Paulo,521.412.022-21,7700149-1,Pós-graduação,16,1965-11-04,Analista de Produto,2023-08-20,Ativo
2631,Funcionário 2631,56,Inovação,Fortaleza,680.956.418-71,4306098-6,Pós-graduação,13,1968-05-04,Product Manager,2023-11-19,Ativo
2632,Funcionário 2632,29,Produto,Natal,650.285.915-12,2955767-7,Ensino Médio,6,1995-12-25,Analista de Produto,2024-06-01,Ativo
2633,Funcionário 2633,53,Gente & Gestão,Joinville,915.782.905-54,3991066-2,Mestrado,24,1971-12-26,Especialista em Folha,2022-12-30,Ativo
2634,Funcionário 2634,53,Atendimento,Vitória,191.142.999-09,5768818-0,Mestrado,17,1971-09-04,Supervisor de Atendimento,2023-07-08,Ativo
2635,Funcionário 2635,57,Marketing,Florianópolis,138.569.939-67,6392993-2,Graduação,27,1967-05-28,Analista de Marketing,2022-09-05,Ativo
2636,Funcionário 2636,34,Tecnologia,Belém,012.017.402-23,6154357-6,Doutorado,32,1990-10-17,Analista de Sistemas,2022-04-16,Ativo
2637,Funcionário 2637,32,Gente & Gestão,Brasília,988.866.594-40,4130926-9,Ensino Médio,30,1992-12-18,Especialista em Folha,2022-06-01,Desligado
2638,Funcionário 2638,53,Marketing,Manaus,136.759.164-30,6257221-3,Mestrado,17,1971-12-21,Analista de Marketing,2023-07-14,Ativo
2639,Funcionário 2639,24,Financeiro,Natal,218.011.308-09,7755214-8,Doutorado,14,2000-03-07,Controller,2023-10-07,Desligado
2640,Funcionário 2640,41,Produto,Porto Alegre,234.284.022-51,8996249-1,MBA,19,1983-07-06,Product Manager,2023-05-31,Ativo
2641,Funcionário 2641,49,Vendas,Recife,320.253.423-81,8519356-7,MBA,7,1975-08-26,Gerente de Vendas,2024-05-18,Desligado
2642,Funcionário 2642,54,Marketing,Natal,604.293.987-43,6073160-0,Mestrado,7,1970-12-13,Analista de Marketing,2024-05-23,Ativo
2643,Funcionário 2643,37,Comercial,Rio de Janeiro,877.210.752-97,4668555-0,Doutorado,16,1987-12-02,Analista Comercial,2023-08-22,Desligado
2644,Funcionário 2644,34,Vendas,Brasília,510.972.472-52,5854314-1,Doutorado,12,1990-05-06,Vendedor,2023-12-07,Ativo
2645,Funcionário 2645,56,Marketing,São Paulo,689.392.763-02,2734731-8,MBA,14,1968-12-06,Gerente de Marketing,2023-10-16,Ativo
2646,Funcionário 2646,52,Marketing,São Paulo,289.363.278-52,1666585-4,Mestrado,7,1972-09-01,Gerente de Marketing,2024-05-23,Ativo
2647,Funcionário 2647,35,Produto,Porto Alegre,235.731.899-62,2352974-6,Mestrado,11,1989-10-08,Product Manager,2024-01-23,Desligado
2648,Funcionário 2648,48,Suporte,Belo Horizonte,992.135.347-01,1055306-7,Doutorado,32,1976-06-01,Analista de Suporte,2022-04-27,Ativo
2649,Funcionário 2649,39,Qualidade,Joinville,750.884.949-39,7339854-8,MBA,9,1985-04-26,Auditor,2024-03-29,Ativo
2650,Funcionário 2650,50,Atendimento,Belo Horizonte,662.138.059-31,5315180-8,Ensino Médio,11,1974-02-20,Analista de Atendimento,2024-01-05,Ativo
2651,Funcionário 2651,50,Operações,Belém,454.225.955-21,4169690-0,MBA,29,1974-04-27,Gerente de Operações,2022-07-26,Ativo
2652,Funcionário 2652,30,Marketing,Vitória,591.541.963-10,2669370-0,Pós-graduação,12,1994-02-24,Analista de Marketing,2023-12-27,Ativo
2653,Funcionário 2653,48,Qualidade,Porto Alegre,967.451.363-92,6623297-0,Doutorado,8,1976-06-24,Analista de Qualidade,2024-04-03,Ativo
2654,Funcionário 2654,35,Atendimento,Manaus,417.372.234-65,9427668-7,Pós-graduação,26,1989-07-28,Atendente,2022-10-03,Ativo
2655,Funcionário 2655,38,Marketing,Porto Alegre,032.381.281-32,4859756-5,MBA,6,1986-02-26,Especialista em SEO,2024-06-22,Ativo
2656,Funcionário 2656,48,Tecnologia,Joinville,475.211.275-28,4648331-1,Tecnólogo,7,1976-04-25,DevOps,2024-05-16,Ativo
2657,Funcionário 2657,45,Gente & Gestão,São Paulo,149.331.088-70,8247501-5,Doutorado,8,1979-03-08,Analista de RH,2024-04-04,Desligado
2658,Funcionário 2658,24,Qualidade,Florianópolis,940.038.180-83,7244866-1,Doutorado,19,2000-12-14,Auditor,2023-05-14,Ativo
2659,Funcionário 2659,37,Atendimento,Belo Horizonte,002.182.414-29,3260158-8,MBA,34,1987-09-03,Supervisor de Atendimento,2022-02-18,Ativo
2660,Funcionário 2660,27,Tecnologia,Porto Alegre,461.687.873-05,9023657-0,Pós-graduação,23,1997-02-10,Analista de Sistemas,2023-01-12,Ativo
2661,Funcionário 2661,45,Tecnologia,Porto Alegre,320.434.743-59,1727924-6,Graduação,22,1979-05-10,Arquiteto,2023-02-24,Desligado
2662,Funcionário 2662,32,Marketing,Rio de Janeiro,510.046.010-50,6640972-5,Tecnólogo,16,1992-02-07,Gerente de Marketing,2023-08-22,Desligado
2663,Funcionário 2663,26,Qualidade,Natal,579.420.722-15,8788870-2,MBA,20,1998-10-12,Analista de Qualidade,2023-04-21,Ativo
2664,Funcionário 2664,42,Comercial,Florianópolis,176.189.898-18,8616105-7,Pós-graduação,2,1982-12-18,Gerente Comercial,2024-10-14,Ativo
2665,Funcionário 2665,26,Suporte,Manaus,677.513.877-69,2409698-8,Mestrado,30,1998-03-26,Coordenador de Suporte,2022-06-06,Ativo
2666,Funcionário 2666,42,Gente & Gestão,Belo Horizonte,939.720.487-42,5243170-5,Doutorado,20,1982-01-09,Recrutador,2023-04-06,Ativo
2667,Funcionário 2667,29,Vendas,Fortaleza,586.817.341-48,6229431-0,Pós-graduação,33,1995-08-19,Vendedor,2022-03-04,Ativo
2668,Funcionário 2668,52,Gente & Gestão,Brasília,315.758.593-27,7564884-2,Ensino Médio,28,1972-09-21,Gerente de RH,2022-08-06,Ativo
2669,Funcionário 2669,36,Gente & Gestão,Florianópolis,054.493.392-32,5222196-0,Ensino Médio,5,1988-02-22,Gerente de RH,2024-07-06,Ativo
2670,Funcionário 2670,58,Vendas,Recife,638.567.020-16,4308799-7,Doutorado,4,1966-11-03,Vendedor,2024-08-16,Ativo
2671,Funcionário 2671,35,Financeiro,Porto Alegre,842.055.553-34,1604167-7,Pós-graduação,14,1989-05-10,Contador,2023-10-17,Ativo
2672,Funcionário 2672,33,Tecnologia,Brasília,896.778.889-43,3272041-1,Pós-graduação,24,1991-11-23,QA Engineer,2022-12-04,Ativo
2673,Funcionário 2673,59,Marketing,Fortaleza,007.204.094-70,5950036-6,Doutorado,2,1965-02-04,Especialista em SEO,2024-10-09,Ativo
2674,Funcionário 2674,37,Financeiro,Vitória,175.780.410-29,2372690-8,Mestrado,15,1987-09-14,Controller,2023-09-29,Ativo
2675,Funcionário 2675,33,Qualidade,Natal,644.262.447-14,7952949-7,Doutorado,31,1991-12-09,Analista de Qualidade,2022-05-02,Ativo
2676,Funcionário 2676,42,Atendimento,Manaus,110.187.703-05,1788633-4,Doutorado,19,1982-03-11,Analista de Atendimento,2023-05-12,Ativo
2677,Funcionário 2677,25,Produto,Rio de Janeiro,430.732.466-81,5301125-9,MBA,0,1999-10-20,Product Manager,2024-12-21,Ativo
2678,Funcionário 2678,30,Gente & Gestão,Salvador,030.438.177-29,7777044-9,Pós-graduação,2,1994-10-19,Gerente de RH,2024-10-21,Desligado
2679,Funcionário 2679,28,Gente & Gestão,Recife,247.048.113-95,5838756-3,Pós-graduação,31,1996-02-17,Analista de RH,2022-05-02,Ativo
2680,Funcionário 2680,26,Produto,Vitória,231.456.518-54,2353481-7,Ensino Médio,27,1998-03-15,Product Manager,2022-09-13,Ativo
2681,Funcionário 2681,51,Financeiro,Vitória,003.437.432-99,5966358-0,Tecnólogo,12,1973-07-26,Contador,2023-12-27,Ativo
2682,Funcionário 2682,24,Comercial,Porto Alegre,536.251.231-50,2115038-1,Mestrado,31,2000-06-09,Gerente Comercial,2022-05-30,Desligado
2683,Funcionário 2683,39,Qualidade,Porto Alegre,902.060.713-88,1554463-5,Ensino Médio,8,1985-11-19,Coordenador de Qualidade,2024-04-03,Ativo
2684,Funcionário 2684,39,Suporte,Florianópolis,221.442.673-67,3283197-5,Ensino Médio,11,1985-04-18,Coordenador de Suporte,2024-01-19,Ativo
2685,Funcionário 2685,38,Inovação,Rio de Janeiro,611.615.999-08,2430612-8,Tecnólogo,15,1986-05-24,Analista de Inovação,2023-09-30,Desligado
2686,Funcionário 2686,26,Suporte,Florianópolis,455.375.826-19,7186497-0,Pós-graduação,0,1998-03-24,Coordenador de Suporte,2024-12-21,Ativo
2687,Funcionário 2687,59,Financeiro,Brasília,814.994.023-50,4858589-5,Doutorado,26,1965-04-12,Analista Financeiro,2022-10-01,Ativo
2688,Funcionário 2688,32,Gente & Gestão,São Paulo,803.528.805-97,9339523-8,Ensino Médio,34,1992-08-11,Analista de RH,2022-02-27,Desligado
2689,Funcionário 2689,22,Suporte,Vitória,197.354.425-31,9260105-7,Tecnólogo,23,2002-05-23,Analista de Suporte,2023-01-06,Ativo
2690,Funcionário 2690,52,Atendimento,Rio de Janeiro,744.496.493-97,1887006-0,Mestrado,33,1972-05-14,Analista de Atendimento,2022-03-11,Ativo
2691,Funcionário 2691,29,Qualidade,Salvador,606.988.264-42,7109497-5,Mestrado,6,1995-03-24,Auditor,2024-06-08,Ativo
2692,Funcionário 2692,31,Financeiro,Salvador,377.938.546-59,1371435-4,Doutorado,34,1993-10-04,Controller,2022-02-12,Desligado
2693,Funcionário 2693,22,Comercial,Recife,072.545.396-68,4733815-2,Graduação,33,2002-02-25,Executivo de Contas,2022-03-31,Ativo
2694,Funcionário 2694,35,Marketing,Belo Horizonte,470.792.625-85,3086669-6,Pós-graduação,28,1989-12-16,Especialista em SEO,2022-08-02,Ativo
2695,Funcionário 2695,48,Gente & Gestão,Belém,032.503.943-78,3592999-7,Ensino Médio,1,1976-09-09,Especialista em Folha,2024-11-07,Ativo
2696,Funcionário 2696,49,Vendas,Florianópolis,895.236.179-23,6639212-4,Graduação,18,1975-10-14,Gerente de Vendas,2023-06-26,Ativo
2697,Funcionário 2697,55,Vendas,Manaus,959.578.127-49,5830107-2,Tecnólogo,23,1969-12-04,Coordenador de Vendas,2023-01-31,Ativo
2698,Funcionário 2698,29,Suporte,Belo Horizonte,718.322.402-31,3169994-7,Doutorado,21,1995-10-07,Técnico de Suporte,2023-03-13,Ativo
2699,Funcionário 2699,43,Tecnologia,Belo Horizonte,617.640.404-57,2355077-2,MBA,9,1981-06-22,Analista de Sistemas,2024-03-08,Ativo
2700,Funcionário 2700,56,Produto,Natal,863.811.050-20,9923750-9,Graduação,26,1968-12-28,Analista de Produto,2022-10-06,Ativo
2701,Funcionário 2701,31,Produto,Vitória,207.459.528-01,8046413-7,Graduação,26,1993-08-25,Analista de Produto,2022-10-04,Ativo
2702,Funcionário 2702,47,Produto,Brasília,742.393.543-31,3234621-7,MBA,20,1977-11-15,Product Manager,2023-04-15,Ativo
2703,Funcionário 2703,25,Vendas,Salvador,839.692.151-29,9216089-7,Ensino Médio,33,1999-01-05,Gerente de Vendas,2022-03-26,Ativo
2704,Funcionário 2704,58,Inovação,São Paulo,214.348.696-01,7059799-5,Pós-graduação,12,1966-04-28,Product Manager,2023-12-05,Ativo
2705,Funcionário 2705,33,Gente & Gestão,Fortaleza,731.052.089-09,1508705-9,Pós-graduação,22,1991-02-18,Gerente de RH,2023-02-03,Ativo
2706,Funcionário 2706,35,Comercial,Curitiba,507.933.773-74,4234144-4,Ensino Médio,28,1989-03-20,Vendedor,2022-08-04,Ativo
2707,Funcionário 2707,25,Financeiro,Rio de Janeiro,148.502.759-40,1311004-0,Tecnólogo,34,1999-09-05,Gerente Financeiro,2022-02-24,Ativo
2708,Funcionário 2708,31,Comercial,Florianópolis,907.220.871-44,5685484-5,Graduação,25,1993-02-17,Executivo de Contas,2022-11-17,Ativo
2709,Funcionário 2709,40,Produto,Porto Alegre,239.596.023-32,9658626-7,Pós-graduação,21,1984-02-27,Analista de Produto,2023-03-06,Ativo
2710,Funcionário 2710,29,Atendimento,Florianópolis,517.579.032-32,9821037-8,Mestrado,22,1995-01-27,Atendente,2023-02-07,Ativo
2711,Funcionário 2711,36,Inovação,Rio de Janeiro,060.941.750-93,4708353-0,Tecnólogo,24,1988-12-09,Product Manager,2022-12-13,Desligado
2712,Funcionário 2712,40,Qualidade,Recife,078.867.587-73,1081973-9,Tecnólogo,14,1984-06-22,Auditor,2023-10-27,Ativo
2713,Funcionário 2713,25,Inovação,Curitiba,591.450.497-00,5886661-6,Graduação,24,1999-04-13,Innovation Lead,2022-12-27,Ativo
2714,Funcionário 2714,37,Atendimento,Florianópolis,272.865.181-78,4791069-8,Pós-graduação,16,1987-12-05,Atendente,2023-08-13,Desligado
2715,Funcionário 2715,49,Suporte,Porto Alegre,450.462.176-27,4375409-9,Doutorado,18,1975-11-07,Analista de Suporte,2023-06-19,Ativo
2716,Funcionário 2716,34,Produto,Fortaleza,416.674.078-48,7038155-8,Doutorado,7,1990-10-17,Product Manager,2024-05-09,Ativo
2717,Funcionário 2717,49,Suporte,Joinville,574.911.066-41,5860307-1,Mestrado,5,1975-11-05,Técnico de Suporte,2024-07-26,Ativo
2718,Funcionário 2718,58,Inovação,Curitiba,879.397.895-20,3686160-4,Ensino Médio,21,1966-08-16,Product Manager,2023-03-20,Desligado
2719,Funcionário 2719,54,Qualidade,Curitiba,931.645.982-62,5536680-7,Graduação,18,1970-04-15,Coordenador de Qualidade,2023-06-14,Ativo
2720,Funcionário 2720,43,Tecnologia,Recife,040.793.651-36,3993629-6,Graduação,1,1981-08-12,DevOps,2024-11-08,Ativo
2721,Funcionário 2721,29,Financeiro,Manaus,920.327.357-33,9116267-2,Graduação,28,1995-03-12,Analista Financeiro,2022-08-30,Ativo
2722,Funcionário 2722,49,Vendas,Recife,123.008.578-55,3380041-4,Mestrado,12,1975-10-04,Gerente de Vendas,2023-12-16,Ativo
2723,Funcionário 2723,54,Operações,Manaus,256.600.980-53,7832762-9,MBA,13,1970-08-26,Analista de Operações,2023-11-15,Ativo
2724,Funcionário 2724,48,Operações,Goiânia,030.341.365-44,8275992-8,Graduação,23,1976-03-19,Gerente de Operações,2023-01-23,Ativo
2725,Funcionário 2725,58,Comercial,Manaus,499.770.706-60,7330500-1,Pós-graduação,32,1966-01-16,Executivo de Contas,2022-04-01,Ativo
2726,Funcionário 2726,56,Atendimento,Florianópolis,433.700.491-20,8343100-1,Doutorado,3,1968-05-10,Atendente,2024-09-26,Ativo
2727,Funcionário 2727,49,Gente & Gestão,Natal,638.762.157-73,6453173-4,Ensino Médio,3,1975-05-27,Especialista em Folha,2024-09-30,Desligado
